sentiment,preprocessed_text
0,haha tripped talking harvard read aussie automatically came idiot
2,_billiam whoayoure fast check ive submitted comment oh thanks
0,stupid red hair difficult upkeep redyed manageable brownred boo
2,oo studied today outside having benjerrys wearing sundress hopefully didnt awkward tan line haha
0,disappointed learn newark oh cancelled july 4 firework economy
2,great
2,took showerwere gon na churchtime thank mother
2,trying enjoy weather train little minor beer tasting activity took place yesterday
0,ughhh leg cramping panic attack outside ulu morning bloody hurt
0,said good day dreaming sorry country state
0,im relying mobile lack reception trying help looking silly
0,poor lost duck outside olive garden make sad
0,oh darn lost follower
0,dont think neti pot working maybe im wrong
0,yaobroken footso series denver
0,lonely
0,omg realy sleep ughh
0,thats bad
2,actually liked merlin night part bit eh chick singing like whoa
2,nice pre mother day dinner cocktail retiring evening
2,granny linda happy
0,body aching barely movebut worth champ
0,missed answer im nth time making sad im time
2,played fontstruct uploaded dafont 16k downloads category wtf moment
2,good moring mr bailey birthday today
0,giving oh counting math weighting lack doesnt sense
0,got deadline meet tgif
2,_bach daps best lol
0,margarita momo ive missed
0,im kinda pissed boy like girl gon na kentucky kingdom date
0,thought win fabulously40 bot
2,saw tweet minute going lunch decided skip today thanks saving money speedy recovery
0,kind hard pic doggie pic doesnt exist
2,thanks gail imma try day look yummy geezzz siargao trip nlng pla heheh
2,saying goodbye good trusted friend today goodbye free sky tv best friend
2,haha thanks
2,curing le hangover epic night bruised n battered hectic gokarting session pretty satisfied thank
2,friend true fan
0,sick thinking naming puppy june
0,burned ohh xoxo
0,yes 75 wrong wireless plan
0,hanging san fran airport got hour wait anywherebtw sfos 7 wifi garbage
2,aaahhh shower great
0,snap im reality watch im hooked sad
0,better need fix
0,man test playing cod 31 day till summer
0,missing haayy
0,sleep tonight 338am need 4 hour
2,decode paramore great song love
2,awesome night ahead bad v rat city favorite skater track fb
2,alphonso milkshake morning lassi afternoon fresh nimbupaani eveningsummers fun
2,hahhaa okaay ily lmfao
0,miss
0,sucked company kelly
2,great home temp chill cat great feel awesome
2,ur awesome think u u sooo write lil crossing finger
2,long farewell 333 super amazing day im going sleep
0,sleeping wouldve home sooner accidentally killed bambi way home
0,people r weird
2,happy birthday congrats wish ladyill care
2,amazing day got twitter ive having great day
2,lok ef jummy
2,ooohi wish couldve gone today know zach looking forward
2,funny didnt know
0,gosh today suck didnt tax return im upset cuz miss best friend wedding washingtonlame
2,basically want world kno best best friend love 3
0,feelin like blah 3 hour
0,im deep disgusting little help ala sense happen
0,looking forward wednesday
2,good luck oh playing inthe mixed knockout week playing pro 14yr old son playing 5 woman 6
2,hope ok burr fix
0,dad asked sticking tongue ironing told didnt burn finger burnt finger
0,work feeling pain friend wish magic wand erase madness
0,cleaning packing moving house going long weekend
2,hellerrr new followers im tricina uhhm im cool
2,love idea giving year theme year new beginning
2,thinking way promote indie designer benefiting moi thought indie
0,didnt sleep good night woke bellyache whats wrong meeeeeee
2,weekend getaway energized week bring lol
0,missed friggin hair appt
2,thank fantastic day
2,im soooo intrigued want try weekend kaya lang baka maaddict ako
2,lovely plan canceled night night home unyay
2,morning hope great bank holiday
0,dad telling travel problem ive boring
2,mom friend drinking greatt
0,nomatter sleep tired
0,killing stupid softball
0,sleep today hard stay asleep reason
0,oh im sorry imaginealthough know reality soon
2,love 3 mile 3am run smile
2,lmao haha nice lolz good wait lol
0,dragging work missed fitness class morn need weekend day
2,saw zack miri sooo good
0,raced totally lost rip
2,watching illuminated dreaaaming3
2,wtf polyvore whats enjoy
2,maccabees new album winner everybody listen fact
2,im having bev kind day need relax
2,im wooooo want press release
2,grateful daughter happy mother day okasan thank
0,roomi dont bed room im outta space sure lol know im pathetic
2,sound nice downloaded twitterena 20 lol
2,look nice knew vhs short life span hope fav vhs dead
2,power seeeeeeee love storm
2,wait transformer 2 cme shia yippiee
0,ahh sore throat tired want bed work
2,lovely morning cycle work met 29 degree office
2,follow amazing
0,youre jealous guess youll walking office tomorrow malo
0,got foxy_ new brew buddy kitchen gon na smell
2,oh beg add 3rd nite dublin october pleeeeeeeassseeeeeee
2,oh voting dont worry voted 100000000000000000000000000000000000 time earlier 3
2,cool
2,like able truth instead magical mystery tour led
2,omg best roast im haha
2,party great time got paranoid ringtone yay
0,aarrgghh fuka hose leaked water new floating floor
0,omg maddie holby dead gutted loved nadine lewington wanted maddie clifford
0,wow scary statistic
2,know crazy love seen yt recently partner
0,head hurt bad scream
0,_of_max sadly david tennant left dont particularly want job
0,feel sure s going bed night x
0,run cat today know sad cried screamed lung felt horrible poor thing
2,finally home big travelling ahhhhhh time realx
0,aww little haa lazy shiit
0,stomach ache totally suck
0,andy dont think date
0,load washing away load amazing house doesnt look better effort
0,holy raining la dont jacket oh
0,seen 1 fat single mum road seductively sprawled poor bloke bonnet probably need new shocker
0,sleep dont deserve n know
2,good morning enjoy day thinking tweet friend
2,buy yay shoothope go
2,good day 2day bed nite tweeps
2,ooooo im lovin lady fuschia sheath dress tres chic want arm
0,life know doesnt exist anymore
0,virus hunting wondering destroy
2,right time happy face
2,im worried great job nice way spend day
2,hi denis grab coffee love catch jordan
2,goodnight happy mother day mother
0,late
2,got home opening fantastic thanks came
2,bubble bath relaxing
2,wan na play tonight pout pout face
2,yay jack won downer ive remembered friday meaning work tomorrow
0,jealous right nowhate new england weather
0,backache
0,feel great miss
2,earlier im home im ok ipod
2,important like look like old hairstype actually
0,travesty
0,omg slept like 18hrs 22hrs think im dying reminds catcher
0,omg missed bus walking mile coffee went exclassmates
2,got home rosie surprise smile hug kiss waiting
0,hayfevery today ive awake 40mins sufferin
0,funeral 2 today going bad
0,tv busted screen turned white nanosecond quick popping sound
2,wishhh
2,morning hope super dayenjoy
2,yes obama
0,bitten smoothstreaming doesnt work client linux usersfanfrickingtastic
0,qi startill missing 4
2,forgot lumpia pancit fridge night yay
0,nah week honey ma fault confusin u
2,understandable yah leave monday ill gone youre chi
0,woke early sick
2,happy mother day amma u cake remember u loved
0,oooh im sorry late smashed
2,going school im actually tired today tho
0,dad joe nugent drank nearly ice tea bit left miffed tbh
0,rat run steve irwin way avoid long delay bruce highway
0,im gutted missed convention
0,think niece got sickee lame
0,probably hate happens
0,instead laying 90 degree ive got ta 32 fourth grader misoricesushimochi hour fml
2,grrrrri want come kiss justice
0,onethose taken 3 met u real sleeping disorder
2,jaw drop gasp u mean im sweet pie allow reintroduce im coach im cancer u
0,aww miss u havent ate
2,ok day old love s diagram mainstream adoption curve
0,im kinda tired sleep migrate got singing haha
0,female server tell look big pant worry night long lol
2,super duber high klondike bar thee business
0,didnt hit right button wrote sheat tho thought cafe currency button im sorry
2,say gud eve guy let play poker yeah read poker face
2,ooooh lol didnt know fun princess
0,guy figure saturday wanted mom sick hospital tampa
0,yeah need hugcuz sick
0,ii wan na home thee weekend ii gas sukks __
2,need restful weekend work instead
2,_mcfly haha yeah heard leicester won home self movie candy pizza amazing evening
0,want hand dirty fubumvc document complete
2,hey bought porter cable 4piece set new drill led light near trigger oh im happy
0,omg shut sorry venting person who annoying swear
2,ahhh ikr he cuteset thing plus reminds twilight good cause looooooove
0,_fangirl wont let watch im state boo
0,omg hollyoaks dramatic
0,im paintnet x64 running crazily fast afford cs4 unfortunately
0,u suck went jail tweet anymore
2,realize solid better fullpage ajc
2,leave twitter nightlast night barcelona philly tomorrow hope u great friday muahh
2,yay busy good
0,lol seriously fail sigh
2,wow nicest patient ive he deplyod falougairaq nweek
2,love sunday especially f1 pjs plan time soon
2,im sure repeated soon tv lot lately glad mentioned night watched
2,watching beauty beast haha
0,felt tooth brace bracket got soooo hype
2,playin didgeridoo living room thinking world going lovely life fb
2,wish going conference bahamas week
2,einstein got math test result hell yes
2,_edwards heh heh odd amusing thanks
0,time bed oh wish laying
2,hello new follower hi nice meet
0,im sick wasnt id ya
2,giving manicure pedicure ahhh ive missed nice pretty nail
2,hope weekend fabulous interesting
2,_dk problem
2,hi charlie thank following nice know there ollmann new world
0,oh internal sig external email fb
2,got home love stake shake milkshake
2,yes tonight delicious dinner chef geoff chez alogmo hope predeparture
0,tired today think gon na nap friend come tonighti miss wish restriction
2,ill believe
0,im drawing picture miss blame he 4 hour away frm
0,slightly burnt challah proof eatin
2,ironclad determination
0,pissing letting follow ericka
2,thanks cheer
0,lol y trashed kitchen
2,kudos love homemade french toast
0,thx aware 2 day festival multi band ga wait sit concert
2,happy mother day
2,oo high fan finally ill write fancy news post shortly wanted mod asap
2,yummy chocolate cakewish got bday anybody listening
2,great interview video favorite youtube
0,mikey im bored
0,ya hit aim cause mad bored nuttin 2
2,quitsmokingdiary 5 week tomorrow giving yaaaaaayy dont want talk
0,sephora having 75 sale im broke life isnt fair
0,wish hadnt
2,finally jp lick coolidge corner oreo soft serve
0,going crazy pain unbearable got ta wait till thursday
2,parent add u guy family myspacethey impressed song
2,received excellent birthday present party usual success
2,nothin better ridin car sister blasting th cb lady gaga loud hear screamin lyric
2,early wish sleep today
2,took ic photolooks good
2,ahh thats 6 year old fact good old radio exam tomorrow
0,havent week mean joke played
2,soooooooooo win powerball jackpot impose formidable weather
2,better
0,hate
2,love mom shes best mom planet
2,inthebattle cute favorite
0,def rubbish tonight
0,buchers class cried
2,im going inlaws tonight hopefully new niece need kid inlaws
0,im struggling todaynola woke 330 im running sleep
2,love new twitter backgroundmy heroswichita kraussey haha
0,ahh yes obligation vampire kept away twitterbut im try 2 update possiblei lost donor
0,im afraid got left foot
2,heyyy whered tweet shout bc list amazing
0,open office writer weird need word open word document correctly
2,recommended net guess bought featured hopefully brings business
2,going bed busy day tomorrowhappy mother day madre te amo
2,haha im convinced youd great
2,lesson finally tomorrow morning looking forward speaking high schoolers dating
2,got home partyyyy good time wait birthday 7 day
0,talking today oh godness problem problem problem love money math parentsthats isn
0,low point poor pigeon outside building isnt capable flying wandering sidewalk sad
0,yeah tragic need haircut
0,wishing laying wasnt comfortable position tired laying
0,hate pc
2,ohhh like play food heehee
2,im actually starting like lily allen music honest
2,like
0,refusing accept holiday heading woodies longboard diner um hove
0,adam samberg new moon trailor good evening bad cable friday
2,watched star trek think im want join
0,u watch hill london u realise tourture week week late watch itonlinelol
0,load moving crew started 7am im day bad ac doesnt work new place oh life
0,yeah sad
2,congratulationskeep posted thing
2,everybody awake everybody u know mean ma friend haha im having fun aiming
2,great night
0,heyy im feeling good cuz wat happened yesterday car accdentt
0,oh godddd coughed little bit taco
2,new forest hoping walk lose pound
0,unfortunately didnt purpose itunes shuffle followed dreadzone liferuin musictrauma
0,got haircut happy
0,miss dunhams
0,laughed today hopeful thing
2,cake sure look good took ok ummm good tks
2,wow awesome review carry laminate read downjust plain cool
0,listening sweet talk 101 cute aim considering taking gameboy color miss chiptune
0,watching men volleyball tv reason good woman beach volleyball place
2,youre welcome wonderful day stayin outta trouble ready crash party lol
2,sound like great way start mother day enjoy day
2,sooo waking way sb good night america
2,love guy australia december birthday
2,fancy frappuccino starbucks right
0,sad economy heard friend losing job sad reminder
0,ok thunder scaring
2,love read love film making
0,hate tweetdeck reach access limit
0,2 week exam wise awful 8 exam dont adequately revise care
0,dang miss goodnight
2,today better panda eally cheer dont know happy like legit happy
0,tummy hurt blame night chinese food
2,glad nice gray sky rainy wisconsin
0,forwarded email cool science event canberra friend thought sydney trekked wrong place
0,_themovie thats writing halloween interview w danielle harris darn late contest
0,slept missed bus train delayed doesnt stop stop late work heelllll
2,getting pet day heard weekend fab wedding soon
2,happy mother day
2,actually drove today incident report quote ice cube today good day
0,want shake ritasbadly
2,_sara im sitting bus dublin listen tokio hotelredenand laughyou know
0,im fat sad puffyn
0,sadly robot song library
2,good luck wireless working post it6
0,earthlink say modem dead want buy new sign year contract argh
2,currently costa coffee im liking place sat business lounge ooo businessy today
0,night sucked bad dream spider rogue octupi
0,fun soooo tired yesterday long day office dinner crashed
2,wow look incredible wicked job butterfly theyre fantastic
2,omg taylor london near scotland come visit glasgow
2,want hear funny im radio right
2,agree like new pic
0,grandmother way break pipe house going fix blur woman
0,boo got rained beach
2,watching season 2 episode 1 house bed great bedtime story
2,masson ill link handy
2,try thinking calm peaceful relaxing beach
0,thought cavs crush magic come home north realize wrong
2,exciting week
2,hey thank youx youre welcome love travel momentx
0,gutted isnt going tonight
2,wikileaks geht wieder super wikileaks online
0,hour hair wont straight
2,yes youtube 7th feel 100x better halarious
2,way home prom fun
0,fully yelled saying dnt fcking stupid grow stop band throw remote thnks love u2
2,oh make sense officially celebrity
2,gloomy day stop bliss hope ronaldo score derby match today
2,thank sana matanggap ako
0,nearly fell asleep jolted bed massive panic attack im sure sleep
0,wow drank drink water 12 ice cube took age melt brian freeze
0,ya know today suck raining possibility magic friday whats goin tonight
0,87 degree high im way work hagg lake tomorrow going especially bomb sauce
0,hell lot shouldnt complain theese day help case
2,nice big bedipod playsoft music flowinsooooon fancy dream land
0,stupid freshman ruined theatre class dont play warmup game rest school year
2,hopefully today work favor
0,picture bliss jpeg format sorry message board terminology u dont play wu board
0,feeling blah gave biiiiig dose insulin needed 24 hour ago im exam junior year
0,homeless afterjune 1st
2,love thy self simple learn tai chi aim today beat ankle swollen negotiation vacation
0,dream night singing avid dream crooning away
2,chillin christina diana
2,trued rim im getting good o_o
2,know loved
2,ill try thanks
2,interesting day yesterday wondering today crazy hope diggin spartacus aka mikee
0,babysitting tonight miss kid
2,told sweep haha p
2,happy help
0,riding time dismal rainy week havent able gym instead
0,macbook dying switching iphone
0,oddos grandfather passed away sleep
0,ow hurt
0,thought sense im sober
2,cool looking forward san francisco nice didnt napa maybe time
0,theater lunch im gon na
0,im thinking fkc meal missed yesterday
2,kind help need machine embroidery bea able help
2,britain got good weather wish
0,sure need deposit save money
2,awww
0,lost link sent pull battery
2,goodmorning hope beautiful day today x
0,watching missy elliot video collection sad told looked like high school
2,love
2,thanks shout outyou right starving thing little lol
2,relaxing timea movie treat
2,ie8 nearing 6 according stats ff 3010 adoption rate amazes
0,changed mind dammit tsar change mind time prior notice
2,frank black wifey aaaaaaaaaamazing sd trip
0,internet like 9th grade fast dieing
2,woo hoo congratulation
2,love slice summer piper lemonade stand think jump trampoline
2,word perfect run right
2,_coleman look little fried fun paul
0,sick doesnt like im getting better
2,cont right fake btches shouldnt mess real one ahhh love real btches excite
0,head hurt
2,work slow beautiful day friday
2,thank sister
2,lucky winter coming
2,wellity think ima gon na clean room need read good book sense sensibility come beat lily
0,nah single person post 200 tweet day hard cope android phone im unable filter
2,haha happy star war day 4th clever
2,let match cancelled today
0,tryin figure direct message gettin frustrated
2,sunburned venice watching fred claussuch excitement
2,happy mother day
0,kristen miss
2,_melbourne sound good hi run im having coffee
0,miss rich
2,think like
0,im sorryyyyyy ill home fast possible meeting
0,properly dragged week
2,make sense id totally girlfriend asking wear high school prom dress
2,burger new old camera play thats excellent
2,happy kurt spin
2,im dire need second job hear nightlife food service think
0,currency dropping like nobody business good time going overseas
2,going head bed finallygoodnight hopefully dream consist ravishing thing zachary quinto
0,_l got excited thought exhibit sydney
2,sleepy time happy mother day current future mom globe
0,haavent read paper magic loss watch game night know lost
2,thank proving point
2,adam lambert rock win american idol
2,yay finished journal gon na sleep church tomorrow yay dont forget mother day
0,im gon na miss eddy half country apart
0,fix bike chain way workarrived filthy bloody mess lovely weather
2,texted hope know favorite
2,morning yall looking forward nice bbq today follow
2,_ life
0,stress mood
0,hot late spring cleaning settle book barely read left glass mum
2,ew suicide high school mix like 5 soda drink think remember enjoying
2,wish enjoy girl day
0,miss lucky edmontonians
2,wow shabu himym feel comforting
2,shes hot w unknown follower ive got clue theyre following
2,woohoo say hot date night squeegee lol im watching dora noggin 2yr girl hub work
0,darn forgetting darn d dm
0,listening musicfeeling kind
2,nice yo live buddy
2,thank good sir surprisingly good afternoon productive
2,guy absolutely amazing tonight thanks bringing dance party
2,hmm tasty going curry rice pea probably
0,enjoying cold raininy boston day think new metal doesnt like getting wet
2,lala little girl love new song iï½ve answered u love freaky twitter guy d
2,finally dinner party fun alice wine proposedwere getting married week 15th 2009
2,watching steel magnolia going bed babysit tomorrow mommy gift night 3 peacelovejonas
2,thank hope turn week
0,naplan testing tuesday wednesday thursday im afraid math english
0,bored homework master program friday nite wit nutin
0,arent normal 1 drive mexico 18 2 dairy queen
2,exit thanks
2,thanks recommendation following
0,missing tampa
2,dollarama wish new job
0,ouch picking nose count
0,tgif dont like 12 hour workday need stand run 4 sitting plus honest ade tea 2day yay
2,wow believe monday hope today
2,hoping day get better
0,car broke time start looking getting thing
0,sorry guy drop trip personal commitment
0,boo sleep saying hi random people
2,bout bed happy mother day lady especially th 1 takin care thier kid alonen love u momma
2,im feeling better tummy
2,juz donated booksmags 4 charity feel good gave good workout heavy lifting
0,thumb hurt breaking nail
2,yea great hear ukrainian
2,awww thank youre welcome lol
0,drank sly didnt thats youre asking know
2,said im til later enjoy day
2,s going disney world lucky
0,feel useless dont know right im bored
0,ugh cramp hot
0,getting ready graduation party id hello marquee dane cook
2,think come brisbane australia loved
0,hate snood lol sorrry dont know people play
2,_educator thanks photo look great ill comment asap
0,legless stillborn spaniel idea sad 20yrs later strawberry dead puppy
0,hand hurt
2,best bike best guy love ducati sound think itï½s unnecessary ask ride isnï½ nice vid
0,screw goin bedill tomorrow kinda sad
0,okay im seriously bored cause raining
2,good night peep mom greatest love
0,dang voice wont came snot covering tissue dangit hate flu
2,weekend great friend julia day
2,day pray better
0,hmm okayy im sorry hear thikn s
0,2 day all4web im tired
0,part starting feel effect tanning
0,ichigo good pingpooping outside fact doesnt sister lonely puppy
2,ahh gtg pls help number 3 ill come later u said haha plz thank u
0,bed able sleep bloody bipolar
0,today dan bought bio dome reality bite soundtrack needle get mayjah point tummy happy boo
2,order pizza pizza girl sing love new song excited new song jb paranoid 4 day
2,sanctuarysunday fav character ashley cause shes awesome
2,want monte cristo sandwich sooo bad
0,grrr people suck animal die nature show people sick hunting endangered specie
0,clue wtf im
0,noooooo worst news today tattoo artist moving omg going
2,_the_heck haha lol english work doo college
2,omg star war day fourth call watch 1 film tonight
2,hehe true wonder come
2,sure like cream right
2,easyjust turn keyboard upside
2,amazing concert got good video picture
0,left gone bed
2,meeting yay work
0,_beckwith good twittering instead watching
0,_joyner tell professionally
0,miss phone having service suck
2,im proud
0,holy time gta4 sucked away life wasted week wish self control
0,watched today didnt
0,waaaaaaaa kicked bank getting monday omg chilito
2,going cincinnati day sundayvisitin old friendbrother korea date special
2,got home staceys lovely wedding
0,friday friday morning ugh
0,linda mean post doesnt sound good
2,thanks way itunes little app called switch job nicely
2,ordering pizza watching diggnation trying tweetdeck good
2,hehe
0,im sorry youre having best day working tonight
2,nope t1i look super sweet
2,dropped new mobile loo finger crossed work 175mths left contract
2,understand
2,ahh thats fun work night party went movie today wolverine good weekend
0,ive dead past 2 daysthe flu suck
0,dont sad agree tho need sa magical lyric
2,woot favourtie second favourite episode came tow ross rachel know
2,look great morning
2,haha thanks
2,omg thnx
0,rest peace marshall
2,life exhilerating family kingdom good summer sport swimming ocean night kristin
2,proud seriously thinking joining year got training
2,im going lie im loving ace cake wooop lost
2,haha won 1000 bet settled 100 bad
2,good morning thanks retweet
0,leather jacketsuncomfortablenot thing
2,need simple reminderthx
2,happy cause voice 3
0,kill im sick n friday night
0,think broke toe bar tonightthanks drunk girl steppin
0,lol sed want ach dress reason pleaseeeeeeeeeeeeee im bored lol
2,oh lovely thing mum great sound yummy makin hungry lol p
2,good night everybody love u phillip xo
0,oh man going connect old school nintendo play mario game bag got ta search
2,cool thanks response ill check firefox
2,good morning sunshine sleepytown sleepy
0,yeah ford focus titanium helicopter add topend luxury model unfortunately
2,follower went 22 20 id follow till interwebnet want follower im interesting
0,dammit let private session
2,photo great night
2,_bba ooh nice guess nice moment windy rainy like rain
2,love haaaaair
0,think im break heart emo sound meh
0,need play infamous wheres free blockbuster rental coupon need miss coke reward
0,sickkkk need 1120now
2,alarm hour fast came realize leaving house feel good having early start
0,seriously dont like girl
2,fun haha guy american reject look like he crack
0,nawill turn odd nugget wisdom
2,manim loss wordslooks like ima unexpected graduation giftin good way
2,goodnight lolsz
2,gracias haha play
0,sound like scariest zombie dream
2,october love new book whens
2,lolol think funny 190 people think youre lieing real john barrowman
2,thanks darling girl
2,experiencing unique winnipeg tradition known social trying pace
0,miss daddy
0,stranded delhi airport flight delayed
0,hey dude turned flyer youre poser nice
2,came bishopstorford went aunt wedding party way fun got cousin 3 year
0,fool twitterland doesnt retweet sadsville
2,presentation went yes met buch cool people checked portfolio nice workdetails project
0,fact raining wednesday supposed stop till monday ew
0,fb boring wan na sing right
0,u guy soo unfair smh
2,_nickj07 umnicks voicesmileeyeslaughand he great rolemodel
2,yahoo volleyball hiking eating fish eye witnessing sleeping beach jumping rock hanging jurassic park filmed
2,42 hour sleeping time bed alaskaso far good
2,watching nemecek fun lol keed norm fun
0,party moved weekend stupid weather
0,yes herrrrr dude im gon na
2,aww son gave purple g shock mother day
2,presenting todayhope lead ability day
0,_mejer remember different cord meant lost half leaving graduation
2,ohh emmm geee souvlaki dimitrisi wan na homeeee lol
0,spent hour morning going yearbook senior started harleton speech boring
0,mobile phone checkin fail american service came close crashed gate im 0 3
0,day im la sad
0,oops againreally shouldnt
2,im feeling nostalgic im sad happy dont feel time feel love
0,heavy rain weve 4 wk
2,hope rerun nerdprom later sound like theyre having lot fun thanks playbyplay
0,room warm window open im cooking
2,yeah try good night visit chiro tmrw
2,sooo gooooood wood ranch bbq time dian deng pao
2,wish commencement yr wonder theyre going protest
0,heard slutted im totally jealz missed maybe time
0,married silly man long ago read tweet barely escaped wout paying alimony
2,wait definately going amazing 3 michelle
2,reminising wonderful day yesterday family love like shooting basketball men life
0,doesnt people conservative blackjack
2,wish didnt work tonight
2,weekend going great
0,sad face moment day
0,5 happiness chinese totally disappointed food usually good fail
2,cold rock choc mintbubblegumcookieflakenerds yum xd fun day
2,great albumlucky vinyl
2,wish sri panwa
2,im christine im friggin shopaholic check new coat promise wouldnt spend 2 week buying
2,pub lunch going daughter tea life good
2,lost luggage sorry hear check selection travel luggage
2,ember dante fun smile harder
0,sitting katies house jo away stuff swine flu bronchitis thats diff story
2,hug im glad got spend time mom free tonight drop spaghetti
2,nice concert yesterday nice location nice people great bad cold yesterday night sick suck
0,ouch man im sick
0,major fail asked
2,aw thats cute
2,im soo happy kellz tn bout hang time
2,love youi love youi love youre beautiful sweet girl
2,_ho naw 15 min bug tank stop spawning 15 min im glad
0,food woke
0,missing deeply
2,yay bank holiday
2,im sending happy mama day shout greatest twitmama u kick day everyday lovely son
0,dont like waiting
2,best evar didnt awnser question xoxo
2,cute
0,boo season finale
2,ahhh knowww saw 5th 6th newcastle good im soo excited 6th june bday aswell
2,taking dog walkthe weather perfect rite _p suck becuz didnt come hahaha
2,maaaan way nice outside working
2,wish pole got space maybe throw furniture pole
2,good morning sunshine tiime chooool lol bbl
0,didnt chat oh time eat praline
0,bit devastated lost entire document folder home
0,im bummed right nownobody love
2,lol omg replied ppl thx
2,loved britain got talent night shaun greg amazing hot toocant noticed
2,good
2,love catching people singing car better theyre dancing
0,break packing watching office pam woken didnt look cute thats knew meant
0,small dog good hear center parcs wd cruising new york queen mary 2 real treat
0,think breaking heart im trying im falling apart
2,busy exam week coming look bright life whistle
2,heading schoool going good day knoww
2,completely forgot mothersday today lol happy mothersday beautiful mum
0,poor johnny sick look like hell going vet tomorrow
2,happy mother day
2,going work ill home im going look camera lost house wonderful day
0,called cheeseburglar sad
0,_taff_jones oh andnevar use kde fail
0,trying foreign place foreign town lost
0,ended face face bear 181 driving home evening sadly took wood hauled cameraphone
0,_cass throat hurt today blahhh
2,thanks sharing sleep giggling night
2,guess potus able digging folo s nomination he good po 2
0,yea tough going im sure worth
0,im completely exhausted thanks yesterday home
0,happened hated time moved username thought id love moved soon
2,morning hope u r im bed soon
2,going bed happy mother day people
2,yes he wait day arrive finally gale im po
0,ugh trouser ive way combat weird
2,excolleagues shaanxi kept boasting native noodle im curious shaanxi food
2,ooooo love pretty foot
0,think he gangsterrr dont fit g unit know
0,im 20 believe ive tried im ginger freckle join face thats bottle cancer
2,wish drems come true
2,love
2,time swimming freezing water kalies yeah
2,thanks good read blog post
0,got hw 2nite
0,3 tweeets fgs tweekdeckkk hate cryyyy
0,stole new laptop airport havent guess economy breeding new set opportinists
0,scare
2,loving monday reason
0,chance come moncton miss tonight
2,_nicole exact pic hubby chihuahua tucker cute
2,_sko time online club owner ean golden video hahaha fan mention
0,actually went got driver license wouldnt worry bus haha
0,today weigh lost 12 pound week o depressing
0,living close raf boulmer good thing
0,bad sweden isnt theater october
2,got ta love skype sure new update
2,ohhh french tip fave nail arent long tho ill ask manicurist
2,greatest friend entire world
0,boooo animal collective sold guess ill missing
2,ah thanks appreciate
2,crossed golden state nice home
2,peace quiet enjoy last
0,dark knight dvd missing im pissed
0,helping
0,saw slater mtv think wan na dance slater like wheres kelly kapowski
2,ill watch soon love new york sweet ill lookout
0,woke sore throat work tonight grad practice morning hanging family graduating high school
2,blessed measure
0,work morning friend party upstupid bberry lite flashing red message
2,dad retelling saskatoon mg story love hearing guy said heard
0,gettin check outta school cause im siccck goin pick jimbbbbo
2,hope spend weekend home
2,_buns awesome thank
0,dans public transport decided north london thats utter southern train alright
2,happy mother day special mom luv u mommy
2,picked boston legal season 5 enjoying matter offensive denny love denny crane riot
0,soooo schoolmaybe sickall week evil laugh
2,chillaxing yeah man hehe
2,rest
0,awake migrane yey tummy hurting evil ibs
0,got stung bee
0,im feeling like ish wan na home mimis
2,morning world healthyliving update weight morning 821kg 12st 12lbs going right direction
2,actually use standard speaker wire standard terminal soldering involved
2,oh night love ace
0,gaah rain tomorrow
2,awesome know people think take nashville offer help want
0,yuotube link denied work
2,god peppermint mocha frappachinos amazing addicting
2,happy star war day lol force strong
2,good morning guy dont forget today mother day mommy love youï½re best 3
2,love music especially fight thats awsome song far
2,best cup final today fun
0,feel good today
0,missing voice
0,lonely 4 day baguio
0,im kinda sad time miss brother friend suck mean called 2 week
0,cont small child puppy cleche sarcasm annoying bcreative thats harrd
0,phone die ttfn
2,rt 30 cool thing successful entrepreneur share
2,going lay ill officially 1 yes 1 lol goodnight
2,time bed hopefully wake better day niiiiiiiights yall
0,stolen purse new storesee tag
0,won contest werent chickened
2,btw ordered yer merch yesterday 33333333333
2,im scifi geek starwars commandment geek
2,happy mother day mommy
2,girl blunt soooooooo thought right absolutly great day stressorscome home
2,blast im lmhr tomorrow sam running join week
0,rip fristy thinking abt
2,thing good friendship retained
2,yep trying beat cold winter morning swim refreshing good start day
2,feeling happy despite work need today happy time
0,sleepy late fail
2,im feeling great
0,joe 230pm kevin pic new pair pjs pmsl died lmfaoo miss boy
2,chilling home
0,bitten blood cat way rabies bacterin 7 shot 2 month wash cat home hate water
2,goodnight lovely
0,hour work ugh go slow im sore
2,bowling cousin awesome
2,got ta monday 9 hopefully head better
0,miss yoooouuuu
2,hey mary twitter karishmaa1 luvv youu
0,like hug kiss eric long distance stink
0,fair bath
2,pleaseeeee thing wanted birthdayyyy happy birthday
0,shall annoyingly tweet tomorrow
0,feel inside today good feeling
0,dont feel good sick stomach
2,love way sky look cloud mean ultra hot outside
0,cali im sad
2,love hear nokia perspective
2,_liv_lyf good hear time weekend ill working
0,wouldnt let download co said im uk little
2,um write tonight like want write
0,bug rhel5 bnx2 driver handle high packet second 50k
2,mum sound humble sweet thing ask
0,getting ready 2 leave 2 girl scout mettingdont feel like 2
2,met nerdiest server chili today lol awesome favorite
2,yeah teased boofy bitim buying red hair extension btw
2,eagle saturday night better
0,gah supposed study sneeze tired
2,inspite spam stop losing twittergadget love twitting gmail
2,body power expo thanks mike performance network free tix
2,thank
2,happy mother day
2,12 mile run 450 meter swim thing looking better better laying bike today
0,_skies cu got attention end shes embarrased think got outta hand bit poor girl
2,forgot twitter account happy mother day
